src	keywords
I like the sci-fi aspect of the show	"Appealing characters/I like the characters,,,,,,"
good like	"Good/like the show/everything,,,,,,"
My friends like it so I watch it. It’s a unique show unlike any others	"Heard good review/recommendations by family/friends,Unique/different,,,,,"
this is very excellent so i like it	"Good/like the show/everything,,,,,,"
I don'tknow	"Don't know,,,,,,"
Ed Harris	"Like Ed Harris,,,,,,"
The aspect of artificial intelligence	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
The whole aspect of a.i s	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
The acting and writing is fantastic. The special effects are brilliant. It's a bit convoluted though and difficult to follow. I'm sticking with it in hopes it will get easier to follow.	"Good acting,Like the writing/dialog,Good visuals/graphics/special effects,,,,"
im not sure about this i just like it	"Good/like the show/everything,,,,,,"
great show and storyline	"Good/like the show/everything,Good storyline/subject matter,,,,,"
It brings you into a world of obscurity and it makes you think a good bit about what happened after you end each episode in which I love discussing with friends	"Other misc. mentions,Thought provoking,,,,,"
The concept of the show. I need to catch up and binge watch during the time that I am working from home due to the covid 19. I will be able to catch up and I think I'm really going to love it once I watch from beginning to now.	"Like the concept/idea of futuristic amusement park,Have not watched enough to comment/not familiar with the show,,,,,"
I like the element of sci-fi mixed with real world action. I like that each season has a theme it's shown and played out strong throughout the season. I like that the show isn't afraid to have strange and out this world characters and cast people you wouldn't expect to be on the show. I like that each season the show evolves into something that blows my mind away and has trying to figure out what the next move of the characters will be.	"Other show type mentions,Other show characteristic mentions,Appealing characters/I like the characters,Good cast/actors,Attention grabbing/holds interest/keeps you wanting to watch more,Thought provoking,"
It's complex and requires multiple viewings	"Complex storyline,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
different than other brands	"Unique/different,,,,,,"
fantasies through artificial consciousness.	"Science fiction/fantasy,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
I can't wait to see how it unfolds	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
It sci fy stories and interesting plots it introduces	"Science fiction/fantasy,Interesting/engaging,Like the premise/setting/scenery,,,,"
The first season was excellent overall	"Good experience/liked the previous seasons,,,,,,"
The characters themselves and the plot of the show draw me in every time a new episode airs.	"Appealing characters/I like the characters,Good storyline/subject matter,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
Good writing and cast	"Like the writing/dialog,Good cast/actors,,,,,"
I think the charters are written in a venue and never on HBO. And has a good awards	"Appealing characters/I like the characters,Other misc. mentions,,,,,"
The fascination about how AI will evolve to challenge humanity	"Science fiction/fantasy,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
"I need to get caught up on it, but just the sci fi aspect of it and artificial intelligence, and the idea of them having consciousness. It's very complicated but interesting."	"Science fiction/fantasy,Technological aspects (inclusion of robots, exploring AI, etc.),Interesting/engaging,,,,"
Everything	"Good/like the show/everything,,,,,,"
The authenticity of the show is unmatched. It's very entertaining and modern yet colonial.	"Original,Interesting/engaging,Creative/innovative/modern,,,,"
WESTWORLD is very excellent show and informative program	"Good/like the show/everything,Informative/detailed,,,,,"
Cast and creator of the show. Special effects. Futuristic outlook. Lots of action and adventure that keeps me wanting more.	"Good cast/actors,Other acting mentions,Good visuals/graphics/special effects,Futuristic,Like the action/adventurous,Attention grabbing/holds interest/keeps you wanting to watch more,"
Different story	"Unique/different,,,,,,"
"all it's good, i like it so much"	"Good/like the show/everything,,,,,,"
Aron Paul and the story	"Like Aaron Paul,Good storyline/subject matter,,,,,"
Have something that will keep your eyes to the beginning and end of the show	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
"hing, about Westworld draws you into this show and makes you want to watch? What makes it a good show? (Please be as detailed and com"	"None/no answer,,,,,,"
I haven't kept up since the first season and I regret that.	"Have not watched enough to comment/not familiar with the show,,,,,,"
Since I didn't watch much all I can say is the plot pretty good and its interesting with the character dynamic	"Have not watched enough to comment/not familiar with the show,Good storyline/subject matter,Appealing characters/I like the characters,,,,"
The acting	"Good acting,,,,,,"
The futuristic role of technology and how it drives society	"Futuristic,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
THE NUDITY AND ORIGINAL MOVIE	"Other storyline/Plot mentions,Already seen/like the original movie,,,,,"
Interesting story line with lots of twists. Plus an outstanding cast	"Interesting/engaging,Good storyline/subject matter,Suspense/Mystery/thrillers,Good cast/actors,,,"
I liked at first to confusing	"All negative mentions,,,,,,"
Ed Harris character	"Other characters mentions,,,,,,"
The acting	"Good acting,,,,,,"
Fantastic cinematography. Superb special effects. Terrific acting performances. Thought-provoking ideas.	"Good visuals/graphics/special effects,Good acting,Thought provoking,,,,"
The characters	"Appealing characters/I like the characters,,,,,,"
I love the themes and characters	"Good storyline/subject matter,Appealing characters/I like the characters,,,,,"
too confusing	"All negative mentions,,,,,,"
Nothing in particular	"None/no answer,,,,,,"
the artificial intelligence aspect.	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
it’s very different and creative and unique	"Unique/different,Creative/innovative/modern,,,,,"
The characters	"Appealing characters/I like the characters,,,,,,"
"Sci-fi nature of the show, Im not as interested in the show as much now. I've watched Season 1-2 but haven't picked it up for Season 3"	"All negative mentions,,,,,,"
The writing is unlike the other shows available to watch on tv. I like complex shows that make you think	"Like the writing/dialog,Complex storyline,,,,,"
Characters and complexity	"Appealing characters/I like the characters,Complex storyline,,,,,"
I am not sure	"Don't know,,,,,,"
I like all sci-fi movies so the fact it has that future vibe to it. I really like that stuff.	"Science fiction/fantasy,Futuristic,Good/like the show/everything,,,,"
it is ok	"Good/like the show/everything,,,,,,"
The suspense and the thrill	"Suspense/Mystery/thrillers,,,,,,"
"nothing like Ive seen before. Exciting, mind blowing, intense and attention getting."	"Unique/different,Exciting,Intense/serious,Attention grabbing/holds interest/keeps you wanting to watch more,,,"
"Well, I was a big fan of the movie. Yes, this show went in a completely different direction, but it is done very well."	"Already seen/like the original movie,Unique/different,Other storyline/Plot mentions,,,,"
story is good	"Good storyline/subject matter,,,,,,"
"I find that it is a very different take on AI as it pertains to movies/shows and I like the action, drama, and thrill."	"Unique/different,Technological aspects (inclusion of robots, exploring AI, etc.),Like the action/adventurous,Like the drama,Suspense/Mystery/thrillers,,"
